Project_ID,Project_year,Host_Country,HostInstitute,ZIPcode_Host,Host_city,project_start,Project_end,MainDisciplin,MainDiscNummer
121200,2008,GB,Department of Computing Imperial College,SW7 2BZ,London,01.05.2008,30.04.2009,"Philosophy, psychology",101
121205,2008,BE,Katholieke Universiteit Leuven,3000,Leuven,01.09.2008,31.05.2009,"Philosophy, psychology",101
121376,2008,DE,Deutsches Institut für Internationale Pädagogische Forschung DIPF,60486,Frankfurt a.M.,01.01.2009,31.12.2010,"Philosophy, psychology",101
121376,2008,DE,"Fakultät für Erziehungswissenschaft, Psychologie und Bewegungswissenschaft Universität Hamburg",20146,Hamburg,01.01.2009,31.12.2010,"Philosophy, psychology",101
121376,2008,CA,Institute for Studies in Education University of Toronto,M5S IV6,Toronto,01.01.2009,31.12.2010,"Philosophy, psychology",101
121437,2008,US,Department of Psychology University of Connecticut,06269-1020,Storrs,01.09.2008,31.08.2009,"Philosophy, psychology",101
121443,2008,US,Inst. for Res.on Education Policy & Practice Stanford School of Education Stanford University,94305,Standford,01.09.2008,31.05.2009,"Philosophy, psychology",101
121454,2008,DE,Septuaginta-Unternehmen Theologische Fakultät Universität Göttingen,37085,Göttingen,01.10.2008,30.09.2011,"Philosophy, psychology",101
121464,2008,SE,Dept. of Behavioural Sciences and Learning University of Linköping,SE-581 83,Linköping,01.08.2008,31.07.2010,"Philosophy, psychology",101
121521,2008,NO,Centre for the Study of Mind in Nature University of Oslo,315,Oslo,01.08.2008,31.07.2009,"Philosophy, psychology",101
122655,2008,BE,Katholieke Universiteit Leuven Heusserl-Archief te Leuven,3000,Leuven,01.10.2008,30.09.2009,"Philosophy, psychology",101
122713,2008,US,Div. of Intramural Research Programs National Institute of Mental Health,20892,Bethesda,01.09.2008,31.08.2009,"Philosophy, psychology",101
122716,2008,FR,"Ctre de recherche sens, éthique et société Centre national de la recherche scientifique",75270,Paris Cedex 06,01.09.2008,28.02.2010,"Philosophy, psychology",101
122716,2008,DE,Universität Tübingen Philosophisches Seminar,72070,Tübingen,01.09.2008,28.02.2010,"Philosophy, psychology",101
122783,2008,US,Department of Philosophy Columbia University,10027,New York,01.03.2009,31.08.2009,"Philosophy, psychology",101
123112,2008,IT,Istituto Svizzero di Roma,187,Roma,01.09.2008,31.08.2009,"Philosophy, psychology",101
123112,2008,DE,Seminar für Katholische Theologie Freie Universität Berlin,14195,Berlin,01.09.2008,31.08.2009,"Philosophy, psychology",101
123121,2008,SY,Institut français du Proche-Orient IFPO (ex-IFEAD),,Damaskus,01.12.2008,31.05.2009,"Philosophy, psychology",101
123157,2008,US,Developmental Medicine Center Children's Hospital Boston,2115,Boston,01.10.2008,30.09.2010,"Philosophy, psychology",101
123160,2008,US,Philosophy Department Georgetown University,20057,Washington,01.01.2009,31.08.2009,"Philosophy, psychology",101
123304,2008,US,Department of Brain and Cognitive Sciences Massachusetts Institute of Technology,02139-4307,Cambridge,01.09.2008,31.08.2010,"Philosophy, psychology",101
123313,2008,US,Department of Psychology Stanford University,94305,Standford,01.10.2008,31.07.2010,"Philosophy, psychology",101
123315,2008,IT,Division of Neuroscience San Raffaele Scientific Institute,20132,Milano,01.11.2008,30.04.2010,"Philosophy, psychology",101
123318,2008,US,School of Education Stanford University,94305-3096,Stanford,01.03.2009,28.02.2010,"Philosophy, psychology",101
123472,2008,JP,Graduate School of letters Dept. of Philosophy Kyoto University,606-8501,Kyoto,01.11.2008,31.10.2010,"Philosophy, psychology",101
123476,2008,US,University of Chicago The Divinity School,60637,Chicago,01.01.2009,31.12.2009,"Philosophy, psychology",101
123571,2008,GB,Department of Psychology University of York,Y010 5DD,York,01.10.2008,30.09.2009,"Philosophy, psychology",101
123598,2008,US,Center for the Philosophy of Science University of Pittsburgh,15260,Pittsburgh,01.09.2008,31.08.2009,"Philosophy, psychology",101
123652,2008,US,Department of Psychiatry University of Pennsylvania,19104-6074,Philadelphia,01.02.2009,31.01.2010,"Philosophy, psychology",101
123678,2008,US,University of Michigan at Ann Arbor School of Education,48109,Ann Arbor,01.10.2008,31.08.2009,"Philosophy, psychology",101
123684,2008,IT,Institut Suisse de Rome,187,Roma,01.09.2008,31.07.2009,"Philosophy, psychology",101
124102,2008,US,Counseling Psychology University of Wisconsin,53706,Madison,01.06.2009,31.05.2011,"Philosophy, psychology",101
124102,2008,US,Family Institute Northwestern University,60201,Evanston,01.06.2009,31.05.2011,"Philosophy, psychology",101
124124,2008,US,Department of Psychology New York University,10003,New York,01.07.2009,30.06.2011,"Philosophy, psychology",101
124128,2008,US,Department of Psychology University of Connecticut,06269-1020,Storrs,01.03.2009,28.02.2011,"Philosophy, psychology",101
124132,2008,US,Department of Classics University of Los Angeles,90025,Los Angeles,01.03.2009,30.04.2012,"Philosophy, psychology",101
124265,2008,GB,University of Wales Lampeter Dept. of Theology and Religious Studies,SA48 7ED,Lampeter,01.11.2008,31.10.2009,"Philosophy, psychology",101
124288,2008,EE,Department of History Faculty of Philosophy University Tartu,50090,Tartu,01.12.2008,30.09.2010,"Philosophy, psychology",101
124288,2008,SE,Fysiska Institutionen Uppsala Universitet,751 21,Uppsala,01.12.2008,30.09.2010,"Philosophy, psychology",101
124311,2008,FR,Centre de Recherches Historiques E.H.E.S.S.,75270,Paris,01.04.2009,31.03.2010,"Philosophy, psychology",101
124312,2008,DK,Soren Kierkegaard Forskningscenteret at Copenhagen University,1463,Kobenhavn K,01.01.2009,31.12.2009,"Philosophy, psychology",101
124434,2008,US,School of Education Stanford University,94305-3096,Stanford,01.08.2009,31.01.2010,"Philosophy, psychology",101
125233,2008,FR,Université de Paris I Panthéon-Sorbonne U.F.R. de Philosophie,75005,Paris Cedex 05,01.03.2009,31.07.2009,"Philosophy, psychology",101
125415,2008,US,Department of Psychology New York University,10003,New York,01.04.2009,30.09.2010,"Philosophy, psychology",101
125548,2008,DE,Evangelisch-theologische Fakultät Eberhard-Karls-Universität,72076,Tübingen,01.04.2009,30.06.2010,"Philosophy, psychology",101
125722,2009,GB,London School of Economics and Politcal Science (LSE),WC2A 2AR,London,01.10.2009,30.04.2010,"Philosophy, psychology",101
125836,2009,US,Department of Psychology New York University,10003,New York,01.10.2009,30.09.2010,"Philosophy, psychology",101
125914,2009,US,Department of Psychology Stanford University,94305,Standford,01.03.2010,29.02.2012,"Philosophy, psychology",101
125916,2009,GB,Faculty of Classics University of Cambridge,CB2 3BU,Cambridge,01.10.2009,30.09.2010,"Philosophy, psychology",101
125961,2009,GB,"Cognitive, Perceptual and Brain Sciences Division of Psychology & Language Sciences University College London",WC1H 0AP,London,01.10.2009,31.03.2011,"Philosophy, psychology",101
125972,2009,GB,University of Oxford Faculty of Philosophy,OX1 4JJ,Oxford,01.10.2009,30.09.2010,"Philosophy, psychology",101
126156,2009,US,Brain and Creativity Institute University of Southern California,90089-2520,Los Angeles,01.02.2010,31.10.2011,"Philosophy, psychology",101
126156,2009,US,Caltech Brain Imaging Center California Institute of Technology,91125,Pasadena,01.02.2010,31.10.2011,"Philosophy, psychology",101
126157,2009,GB,Department of Philosophy Université de Warwick,CV4 AL,Coventry,01.10.2009,30.09.2012,"Philosophy, psychology",101
126157,2009,US,Department of Philosophy University of California,94720-2390,Berkeley,01.10.2009,30.09.2012,"Philosophy, psychology",101
126157,2009,GB,Department of Philosophy University of Glasgow,G12 8QQ,Glasgow,01.10.2009,30.09.2012,"Philosophy, psychology",101
126160,2009,US,College of Education Department of Counselor Education Pennsylvenia State University,16802-3110,University Park,01.10.2009,30.09.2011,"Philosophy, psychology",101
126160,2009,DE,Institut für Psychologie Friedrich-Schiller-Universität Jena,7743,Jena,01.10.2009,30.09.2011,"Philosophy, psychology",101
126176,2009,US,Arizona State University,85287,Tempe,01.07.2009,30.06.2010,"Philosophy, psychology",101
127691,2009,US,Department of Psychology Stanford University,94305,Standford,01.01.2010,31.12.2010,"Philosophy, psychology",101
127879,2009,DE,Fachbereich Erziehungswissenschaften und Psychologie Freie Universität Berlin,14195,Berlin,01.12.2009,31.08.2010,"Philosophy, psychology",101
127879,2009,US,University of California,92103-8894,San Diego,01.12.2009,31.08.2010,"Philosophy, psychology",101
127884,2009,AT,Institut für Bildungswissenschaft Universität Wien,1090,Wien,01.09.2009,31.08.2010,"Philosophy, psychology",101
127896,2009,US,Department of Psychology Stanford University,94305,Standford,01.02.2010,30.09.2011,"Philosophy, psychology",101
127986,2009,FR,UFR de philosophie Université Paris IV,75005,Paris,01.09.2009,31.08.2010,"Philosophy, psychology",101
128270,2009,DE,Philosophisches Institut RWTH Aachen,52062,Aachen,01.02.2010,31.01.2012,"Philosophy, psychology",101
128449,2009,US,Department of Psychology and Neuroscience Duke University,27708,Durham,01.08.2010,31.01.2012,"Philosophy, psychology",101
129057,2009,GB,University of London Medical Unit Institute of Child Health,WC1N 1EH,London,01.11.2009,30.04.2011,"Philosophy, psychology",101
129102,2009,US,Department of Philosophy Harvard University,2138,Cambridge,01.03.2010,29.02.2012,"Philosophy, psychology",101
129117,2009,DE,Evangelisch-Theologische Fakultät Westfälische Wilhelms-Universität,48143,Münster,01.02.2010,31.05.2013,"Philosophy, psychology",101
129425,2009,US,University of California,95616,Davis,01.02.2010,31.01.2011,"Philosophy, psychology",101
129440,2009,GB,School of Psychology University of Birmingham,B15 2TT,Birmingham,01.04.2010,31.03.2011,"Philosophy, psychology",101
129442,2009,FR,Institut catholique de Paris,75006,Paris,01.12.2009,30.11.2010,"Philosophy, psychology",101
129455,2009,CA,Université de Montréal Dept. de psychologie,H3C 3J7,Montréal,01.09.2010,31.08.2011,"Philosophy, psychology",101
129466,2009,CA,"Centre Urbanisation, Culture et Société Inst. Nat. de la Recherche Scientifique INRS Université du Québec",H2X 1E3,Montréal,01.07.2010,30.06.2011,"Philosophy, psychology",101
129819,2009,CA,Centre for Research on Children and Families  McGill University,H3A 2A7,Montreal,01.11.2010,31.10.2011,"Philosophy, psychology",101
130187,2009,IN,Centre for Political Studies School of Social Sciences Jawaharlal Nehru University,110067,New Delhi,01.01.2010,31.12.2010,"Philosophy, psychology",101
130187,2009,CH,Institut für Religionswissenschaft Universität Bern,3012,Bern,01.01.2010,31.12.2010,"Philosophy, psychology",101
130187,2009,DE,Max-Planck-Institut zur Erforschung multireligiöser und multiethnischer Gesellschaften,37073,Göttingen,01.01.2010,31.12.2010,"Philosophy, psychology",101
130909,2009,GB,"Inst. for the Study of Children, Families & Social Issues, Birkbeck College University of London",WC1B 3RA,London,01.01.2010,31.12.2010,"Philosophy, psychology",101
130971,2009,IL,Advanced Virtuality Lab Sammy Ofer School of Communications Interdisciplinary Center Herzliya,46150,Herzlyia,01.01.2010,31.12.2010,"Philosophy, psychology",101
131015,2009,US,Department of Psychology University of Virginia,22904-4400,Charlottesville,01.09.2010,28.02.2011,"Philosophy, psychology",101
131022,2009,US,Brandeis University,02454-9110,Waltham,01.07.2010,31.03.2012,"Philosophy, psychology",101
131388,2010,CA,Institut de rech. cliniques de Montréal Faculté de médecine Université de Montréal,H3C 3J7,Montréal,01.09.2010,31.08.2011,"Philosophy, psychology",101
131431,2010,US,Department of Philosophy University of Chicago,IL 60637,Chicago,01.08.2011,31.12.2012,"Philosophy, psychology",101
131431,2010,DE,Institut für Politikwissenschaft Johann Wolfgang Goethe-Universität,60054,Frankfurt am Main,01.08.2011,31.12.2012,"Philosophy, psychology",101
131433,2010,US,"Department of Philosophy  University of California, Davis",CA 95616-8673,Davis,01.10.2010,31.03.2013,"Philosophy, psychology",101
131433,2010,US,Department of Philosophy Harvard University,2138,Cambridge,01.10.2010,31.03.2013,"Philosophy, psychology",101
131433,2010,US,Dept. of Philosophy Yale University,CT 06520-8306,New Haven,01.10.2010,31.03.2013,"Philosophy, psychology",101
131435,2010,US,Department of Psychology New York University,10003,New York,01.10.2010,31.08.2011,"Philosophy, psychology",101
131448,2010,US,Dept. of Brain & Cognitive Sciences Massachusetts Institute of Technology,2139,Cambridge,01.09.2010,31.08.2012,"Philosophy, psychology",101
131474,2010,AU,Department of Psychology School of Behavioural Science University of Melbourne,3010,Parkville,01.09.2010,29.02.2012,"Philosophy, psychology",101
131474,2010,AU,School of Psychology Flinders University,5001,Adelaide,01.09.2010,29.02.2012,"Philosophy, psychology",101
131482,2010,US,Department of Psychology University of South Florida,33620,Tampa,01.04.2011,31.03.2013,"Philosophy, psychology",101
131511,2010,CA,Department of Psychology University of Victoria,V8W 3P5,Victoria,01.11.2010,31.10.2012,"Philosophy, psychology",101
131515,2010,US,"Helen Wills Neuroscience Institute University of California, Berkeley",94720-3190,Berkeley,01.01.2011,31.12.2012,"Philosophy, psychology",101
131566,2010,US,Dept. of Psychology Harvard University,2138,Cambridge,01.09.2010,31.08.2011,"Philosophy, psychology",101
131568,2010,US,Department of Psychology University of South Florida,33620-7200,"Tampa, FL",01.09.2010,31.10.2011,"Philosophy, psychology",101
131893,2010,US,Department of Education Policy Studies College of Education University of Maryland,20742,College Park,01.10.2010,30.09.2011,"Philosophy, psychology",101
131893,2010,FR,Université de Paris IV Sorbonne Faculté d'Histoire,75005,Paris,01.10.2010,30.09.2011,"Philosophy, psychology",101
132758,2010,NL,The Netherlands Institute of Health Services Research NIVEL,3513,CR Utrecht,01.05.2011,30.04.2012,"Philosophy, psychology",101
133184,2010,JP,Graduate School of letters Dept. of Philosophy Kyoto University,606-8501,Kyoto,01.07.2010,30.06.2011,"Philosophy, psychology",101
133248,2010,US,Department of Clinical & Social Sciences in Psychology University of Rochester,14627-0266,Rochester,01.09.2010,31.08.2011,"Philosophy, psychology",101
133402,2010,US,Dept. of Psychology Harvard University,2138,Cambridge,01.10.2011,31.07.2013,"Philosophy, psychology",101
133434,2010,TR,Philosophisches Departement Universität Istanbul,34459,Beyazit/Istanbul,01.12.2011,31.05.2013,"Philosophy, psychology",101
133439,2010,GB,Department of Epidemiology & Public Health University College London,WC1E 6BT,London,01.07.2010,30.06.2011,"Philosophy, psychology",101
133489,2010,CA,Département de Service social Université de Sherbrooke,J1K 2R1,Sherbrooke,01.09.2010,31.08.2011,"Philosophy, psychology",101
133492,2010,GB,University of London Dept of Organizational Psychology Birbeck College,WC1E 7HX,London,01.11.2010,31.10.2011,"Philosophy, psychology",101
133498,2010,GB,School of Psychology University of Sussex,BN1 9QH,Brighton,01.01.2011,31.12.2011,"Philosophy, psychology",101
133499,2010,GB,Faculty of Theology University of Oxford,OX1 3LD,Oxford,01.01.2011,31.12.2011,"Philosophy, psychology",101
133499,2010,GB,University of London The Warburg Institute,WC1H OAB,London,01.01.2011,31.12.2011,"Philosophy, psychology",101
133514,2010,DE,Abt. Allgemeine Erziehungswissenschaft Institut für Erziehungswissenschaft Humboldt-Universität zu Berlin,10099,Berlin,01.09.2010,31.08.2011,"Philosophy, psychology",101
133532,2010,US,Department of Psychology Stanford University,94305,Standford,01.10.2010,30.09.2011,"Philosophy, psychology",101
133547,2010,US,School of Education Stanford University,94305-3096,Stanford,01.03.2011,29.02.2012,"Philosophy, psychology",101
133668,2010,US,Department of Psychology Stony Brook University,11794-2500,Stony Brook,01.09.2010,31.08.2011,"Philosophy, psychology",101
134133,2010,DE,Max-Planck-Institut für biologische Kybernetik,72076,Tübingen,01.05.2011,30.04.2013,"Philosophy, psychology",101
134135,2010,GB,Department of Experimental Psychology University of Cambridge,CB2 3EB,Cambridge,01.05.2011,30.04.2013,"Philosophy, psychology",101
134135,2010,ZA,Dept. of Psychiatry and Mental Health University of Cape Town and Groote Schuur Hospital (J-2),7925,"Observatory, Cape Town",01.05.2011,30.04.2013,"Philosophy, psychology",101
134168,2010,CA,Centre de recherche en Éthique CRÉUM Université de Montréal,H3C 3J7,Montréal,01.09.2011,28.02.2013,"Philosophy, psychology",101
134177,2010,GB,London School of Economics Dept. of Philosophy,WC2A 2AE,London,01.02.2011,31.12.2013,"Philosophy, psychology",101
134190,2010,DE,Fakultät für Katholische Theologie Universität Regensburg,93053,Regensburg,01.10.2011,30.09.2013,"Philosophy, psychology",101
134206,2010,US,"International Center for Cooperation and Conflict Resolution (ICCCR) Teachers College, Columbia University",10027,New York,01.07.2011,30.06.2012,"Philosophy, psychology",101
134223,2010,GB,New College University of Oxford,OX1 3BN,Oxford,01.01.2011,30.09.2011,"Philosophy, psychology",101
134228,2010,GB,University of Edinburgh Department of Philosophy,EH9 9JX,Edinburgh,01.09.2011,31.08.2012,"Philosophy, psychology",101
134232,2010,GB,St Catherine's College University of Oxford,OX1 3UJ,Oxford,01.03.2011,30.09.2011,"Philosophy, psychology",101
134236,2010,GB,Department of Philosophy University of Durham,DH1 3HN,Durham,01.12.2010,31.08.2011,"Philosophy, psychology",101
134236,2010,GB,Department of Philosophy University of Glasgow,G12 8QQ,Glasgow,01.12.2010,31.08.2011,"Philosophy, psychology",101
134236,2010,US,Department of Philosophy University of New York,10003-6611,New York,01.12.2010,31.08.2011,"Philosophy, psychology",101
134245,2010,FR,Centre Biomédical de Saints Pères Université Paris Descartes Laboratoire Psychologie de la Perception,75270,Paris Cedes 06,01.12.2010,30.11.2011,"Philosophy, psychology",101
134281,2010,US,The Boisi Center for Religion Boston College,2467,"Chestnut Hill, MA 02467",01.02.2011,31.01.2012,"Philosophy, psychology",101
134309,2010,GB,"Arché, Philosophical Research Centre The University of St Andrews",KY16 9AL,St Andrews,01.09.2011,31.08.2012,"Philosophy, psychology",101
134309,2010,US,Department of Psychology Rutgers - The State University of New Jersey,8903,New Brunswick,01.09.2011,31.08.2012,"Philosophy, psychology",101
134330,2010,US,Department of Psychiatry Massachusetts General Hospital,2114,Boston,01.06.2011,31.05.2012,"Philosophy, psychology",101
134341,2010,CH,Fondation Brocher,1248,Hermance,01.01.2011,31.12.2011,"Philosophy, psychology",101
134341,2010,GB,Oxford Uehiro Centre for Practical Ethics Faculty of Philosophy University of Oxford,OX1 1PT,Oxford,01.01.2011,31.12.2011,"Philosophy, psychology",101
134348,2010,JP,Philosophy and Anthropology : Modern Thought Graduate School of Human Sciences University of Osaka,565-0871,Osaka,01.04.2011,31.03.2012,"Philosophy, psychology",101
134390,2010,GB,Department of Philosophy University of Sheffield,S3 7QB,Sheffield,01.02.2011,31.07.2011,"Philosophy, psychology",101
134391,2010,BE,Faculté de théologie et de droit canonique Université catholique de Louvain,1348,Louvain-La-Neuve,01.02.2011,30.04.2012,"Philosophy, psychology",101
134401,2010,FR,Sciences du langage CRIC Université de Lyon 2,69007,Lyon,01.03.2011,31.08.2011,"Philosophy, psychology",101
134434,2010,US,Massachusetts Institute of Technology,2142,Cambridge,01.01.2011,31.12.2011,"Philosophy, psychology",101
134475,2010,GB,School of Psychology College of Life Sciences and Medicine University of Aberdeen,AB24 2UB,Aberdeen,01.02.2011,31.01.2012,"Philosophy, psychology",101
134929,2010,US,School of Education University of Wisconsin-Madison,53706,Madison,01.07.2011,31.12.2011,"Philosophy, psychology",101
134933,2010,US,School of Education University of Wisconsin-Madison,53706,Madison,01.07.2011,31.12.2011,"Philosophy, psychology",101
134977,2010,US,Department of Psychology Columbia University,10027,New York,01.08.2011,31.07.2012,"Philosophy, psychology",101
135918,2010,FI,Media Education Faculty of Education University of Tampere,33014,Tampere,01.04.2011,30.09.2011,"Philosophy, psychology",101
135923,2010,US,Department of Philosophy University of Pittsburgh,15260,Pittsburgh,01.05.2011,30.04.2012,"Philosophy, psychology",101
135948,2010,CA,Université du Québec,G7H 2B1,Chicoutimi,01.04.2011,31.03.2012,"Philosophy, psychology",101
136380,2011,US,Department of Psychiatry and Behavioral Sciences Stanford University School of Medicine,94305,Stanford,01.10.2011,31.01.2015,"Philosophy, psychology",101
136380,2011,CH,Dépt des Neurosciences Fondamentales Faculté de Médecine Université de Genève,1211,Genève 4,01.10.2011,31.01.2015,"Philosophy, psychology",101
136408,2011,US,"Department of Psychiatry University of California, San Diego",92037-0603,La Jolla,01.11.2011,31.10.2013,"Philosophy, psychology",101
136834,2011,FR,GSRL EPHE-CNRS,75849,Paris,01.10.2011,30.09.2012,"Philosophy, psychology",101
136885,2011,US,Saint Vladimir's Orthodox Theological Seminary,10707,Yonkers,01.09.2011,31.08.2012,"Philosophy, psychology",101
137020,2011,GB,University of Oxford Faculty of Philosophy,OX1 4JJ,Oxford,01.09.2011,31.08.2012,"Philosophy, psychology",101
137047,2011,JP,Graduate School of letters Dept. of Philosophy Kyoto University,606-8501,Kyoto,01.07.2011,31.12.2011,"Philosophy, psychology",101
137225,2011,US,Department of Arts and Humanities Teachers College Columbia University,10027,New York,01.10.2011,30.09.2012,"Philosophy, psychology",101
137270,2011,US,Department of Classics University of California / Berkeley,94720,Bekeley,01.09.2011,31.08.2012,"Philosophy, psychology",101
137270,2011,US,Dept. of Philosophy Yale University,CT 06520-8306,New Haven,01.09.2011,31.08.2012,"Philosophy, psychology",101
137276,2011,DE,Fachbereich Philosophie und Geschichtswissenschaften Johann Wolfgang Goethe-Universität,60629,Frankfurt am Main,01.08.2011,31.07.2012,"Philosophy, psychology",101
137452,2011,US,The Henry Kravis Leadership Institute Claremont McKenna College,91711,Claremont,01.01.2012,31.12.2012,"Philosophy, psychology",101
138679,2011,US,Department of Psychology Stony Brook University,11794-2500,Stony Brook,01.08.2011,31.07.2012,"Philosophy, psychology",101
138748,2011,US,Department of Psychology University of California,94720,Berkeley,01.08.2011,31.01.2012,"Philosophy, psychology",101
138758,2011,US,University of California Center for Studies in Higher Education,94720-4650,Berkeley,01.08.2011,31.07.2012,"Philosophy, psychology",101
139586,2011,GB,Department of Child and Adolecent Psychiatry Institute of Psychiatry King's College London,SE5 8AF,London,01.03.2012,28.02.2014,"Philosophy, psychology",101
139586,2011,GB,School of Psychology University of Birmingham,B15 2TT,Birmingham,01.03.2012,28.02.2014,"Philosophy, psychology",101
139593,2011,US,Stanford University Department of Psychology,94305-2130,Stanford,01.03.2012,30.06.2015,"Philosophy, psychology",101
139600,2011,US,Columbia University,10032,New York,01.09.2012,31.08.2014,"Philosophy, psychology",101
139600,2011,US,Department of Philosophy University of California,94720-2390,Berkeley,01.09.2012,31.08.2014,"Philosophy, psychology",101
139601,2011,DE,"Migration, Integration, Transnationalization Social Science Research Centre Berlin (WZB)",10785,Berlin-Tiergarten,01.07.2012,31.10.2014,"Philosophy, psychology",101
139601,2011,GB,School of Psychology University of Sussex,BN1 9QH,Brighton,01.07.2012,31.10.2014,"Philosophy, psychology",101
139604,2011,US,Department of Psychological Sciences University of Missouri-Columbia,65211,Columbia,01.12.2012,30.11.2014,"Philosophy, psychology",101
139649,2011,NL,Prof. Susan Bögels Depart. Educational Development and Research University of Amsterdam,1018 VZ,Amsterdam,01.03.2012,28.02.2013,"Philosophy, psychology",101
139783,2011,US,University of Colorado at Boulder Institute of Cognitive Science,C080309-0344,Boulder,01.09.2012,31.08.2013,"Philosophy, psychology",101
139820,2011,GB,Department of Philosophy University of Glasgow,G12 8QQ,Glasgow,01.02.2012,31.10.2012,"Philosophy, psychology",101
139831,2011,US,Princeton Theological Seminary,08542-0803,Princeton,01.09.2012,28.02.2013,"Philosophy, psychology",101
139832,2011,FR,L'image en sciences sociales Anthropologie sociale et ethnologie Ecole des Hautes Etudes en Sciences Sociales,75006,Paris,01.01.2012,30.06.2012,"Philosophy, psychology",101
139833,2011,GB,Blackfriars Hall Oxford University,OX1 3LY,Oxford,01.12.2011,30.11.2012,"Philosophy, psychology",101
139853,2011,US,Yale University John B. Pierce Lab.,6519,New Haven,01.09.2012,31.08.2013,"Philosophy, psychology",101
139870,2011,US,Department of Psychology University of Wisconsin,53706,Madison,01.04.2012,31.03.2014,"Philosophy, psychology",101
139974,2011,US,MIT Media Laboratory Massachusetts Institute of Technology,2139,Cambridge,01.01.2012,31.08.2012,"Philosophy, psychology",101
140000,2011,US,Educational and Counseling Psycology University of Kentucky,40506,Lexington,01.08.2012,31.07.2013,"Philosophy, psychology",101
140011,2011,FR,Chaire de psychologie du travail CRTD Conservatoire national des Arts et métiers,75005,Paris,01.04.2012,31.03.2013,"Philosophy, psychology",101
140011,2011,GB,London School of Economics and Political Science,WC2A 2AE,London,01.04.2012,31.03.2013,"Philosophy, psychology",101
140012,2011,CA,Institute for Studies in Education University of Toronto,M5S IV6,Toronto,01.02.2012,31.01.2013,"Philosophy, psychology",101
140020,2011,GB,"Department of Psychological Sciences School of Science Birkbeck, University of London",WC1E 7HX,London,01.11.2011,31.10.2012,"Philosophy, psychology",101
140032,2011,GB,Oxford Uehiro Centre for Practical Ethics Faculty of Philosophy University of Oxford,OX1 1PT,Oxford,01.01.2012,30.06.2012,"Philosophy, psychology",101
140039,2011,US,Department of Comp. Literature University of Stanford Language Corner,94305,Stanford,01.08.2012,31.03.2013,"Philosophy, psychology",101
140040,2011,US,Department of Psychiatry at Massachussetts General Hospital Harvard Medical School,2114,Boston,01.06.2012,31.03.2013,"Philosophy, psychology",101
140104,2011,GB,Departement of Psychiatry University of Oxford,0X3 7JX,Oxford,01.01.2012,31.12.2012,"Philosophy, psychology",101
140138,2011,GB,Institute of Psychiatry Department of Psychosis Studies King's College London,SE5 8AF,London,01.03.2012,28.02.2014,"Philosophy, psychology",101
140177,2011,JP,Philosophy and Anthropology : Modern Thought Graduate School of Human Sciences University of Osaka,565-0871,Osaka,01.04.2012,30.09.2012,"Philosophy, psychology",101
140189,2011,US,Department of Psychology New York University,10003,New York,01.07.2012,30.06.2014,"Philosophy, psychology",101
141391,2011,DE,Oeffentliches Recht & Geschlechterstudien Juristische Fakultät Humboldt Universität zu Berlin,10099,Berlin,01.08.2012,31.07.2013,"Philosophy, psychology",101
141408,2011,DE,Fachbereich Philosophie und Geschichtswissenschaften Johann Wolfgang Goethe-Universität,60629,Frankfurt am Main,01.02.2012,31.01.2013,"Philosophy, psychology",101
141477,2011,NL,Leiden University,2311,Leiden,01.02.2012,31.01.2013,"Philosophy, psychology",101
141500,2011,US,Department of Psychology University of Virginia,22904-4400,Charlottesville,01.03.2012,31.01.2013,"Philosophy, psychology",101
141574,2011,US,Massachusetts Institute of Technology,2142,Cambridge,01.01.2012,31.05.2012,"Philosophy, psychology",101
141943,2012,US,Committee on Social Thought The University of Chicago,60637-1543,Chicago,01.09.2012,31.08.2013,"Philosophy, psychology",101
141948,2012,US,Stern School of Business New York University,10012-1126,New York,01.10.2012,30.09.2013,"Philosophy, psychology",101
142079,2012,FR,Ecole des Hautes Etudes en Sciences Sociales Groupe d'Anthropologie historique,75006,Paris,01.08.2012,31.07.2013,"Philosophy, psychology",101
142082,2012,CA,Fondements de l'éducation Faculté des sciences de l'éducation Université de Montréal,H2V 2S9,Montréal,01.09.2012,31.08.2013,"Philosophy, psychology",101
142088,2012,FR,Ecole Pratique des Hautes Etudes,75005,Paris,01.09.2013,29.02.2016,"Philosophy, psychology",101
142092,2012,IL,Advanced Virtuality Lab Sammy Ofer School of Communications Interdisciplinary Center Herzliya,46150,Herzliya,01.12.2012,31.01.2015,"Philosophy, psychology",101
142092,2012,ES,Dept. of Educational Psychology University of Barcelona,,Barcelone,01.12.2012,31.01.2015,"Philosophy, psychology",101
142252,2012,US,Department of Psychology University of Colorado at Boulder,80309-0345,Boulder,01.11.2012,31.10.2013,"Philosophy, psychology",101
142270,2012,US,Department of Psychology New York University,10003,New York,01.10.2012,30.09.2013,"Philosophy, psychology",101
142324,2012,FR,Egypte ancienne Unité de recherche en sciences religieuses Ecole Pratique des Hautes Etudes,75013,Paris,01.09.2013,31.08.2014,"Philosophy, psychology",101
142771,2012,CA,University of Toronto,M5S 1L6,Toronto,01.11.2012,30.04.2014,"Philosophy, psychology",101
142771,2012,CA,York University,M3J 1P3,Toronto,01.11.2012,30.04.2014,"Philosophy, psychology",101
142778,2012,GB,Oxford University Sub-Faculty of Philosophy,OX1 4JJ,Oxford,01.09.2012,28.02.2013,"Philosophy, psychology",101
